expense_id,employee_id,department,seniority,submission_date,expense_date,category,amount,amount_local,currency,vendor_id,vendor_name,vendor_country,vendor_risk_score,payment_method,requires_approval,high_risk_category,has_receipt,receipt_quality,ocr_confidence,manual_review_required,num_attendees,project_code,cost_center,is_violation,violation_type,approval_status,approval_date,notes,employee_risk_score,previous_violations
beeefd7d-1abe-407e-a103-05cbcc210466,EMP0033,Research,Senior,2024-10-07,2024-09-27,Domestic Travel,1724.89,2299.85,CAD,0604223a-0e2d-45ed-aae9-f7e6a8db5bdf,Orr LLC,Peru,0.18015800030990348,Corporate Card,False,False,True,0.024626500909647908,0.9590674200212816,False,,,CC295,False,,Pending,,,0.7184281113528554,4
21479dcb-c889-4d66-b117-1fc7278329d1,EMP0072,HR,Senior,2023-02-26,2023-01-30,Conference,2000.54,2667.38,CAD,06a8e77f-e29b-44be-8a95-2573d0052bb1,Preston-Rios,Congo,0.2837358226024277,Invoice,True,False,True,0.16118402987596925,0.9547997216339278,False,,,CC623,False,,Pending,,,0.7727248458046121,2
5e70a411-20d3-4bb1-a9fa-f22aa03ef77d,EMP0049,Research,Manager,2023-03-11,2023-02-28,Office Supplies,500.15,666.86,CAD,37331e1e-9c69-44f0-bcb8-b1463208674b,Sanders PLC,Netherlands Antilles,0.8079888665731314,Corporate Card,False,False,True,0.06493383682270237,0.8939901892434433,False,,,CC534,False,,Pending,,,0.10536956393373076,0
07df2a0f-8b0f-48de-bfbc-ff9f0be2b3fc,EMP0009,Sales,Director,2024-09-22,2024-09-08,Domestic Travel,4928.21,547578.91,JPY,b9f77d04-0633-4e2a-90df-d07141b3b8da,Nelson-Ortiz,American Samoa,0.31398811001179205,Invoice,False,False,True,0.7969863160250898,0.9389092476345644,False,,PRJ4680,CC820,False,,Pending,,,0.378543770325827,4
041698f1-91f1-4038-9e43-8ac1daa99e56,EMP0031,Research,Director,2023-07-19,2023-07-11,Domestic Travel,8758.54,8758.54,USD,0604223a-0e2d-45ed-aae9-f7e6a8db5bdf,Orr LLC,Peru,0.18015800030990348,Personal Card,False,False,True,0.3537744967678431,0.7622359355268155,False,,,CC578,False,,Pending,,Mention phone play fear book. Pick type analysis by force. Recognize but memory focus concern Mrs.,0.8810105418290438,2
e37e70cf-8e93-483f-9c1c-34faff899abe,EMP0062,HR,Senior,2023-04-22,2023-04-01,Office Supplies,313.79,241.37,GBP,1cd5e2ca-a0db-48c6-851e-40db3dc223b6,"Lee, Leach and West",Guinea-Bissau,0.38290247305569647,Cash,False,False,True,0.8175175975181068,0.8822395099584693,False,,PRJ8817,CC806,True,missing_documentation,Pending,,,0.41854932070014994,0
4516baa7-b8e6-4636-a712-ca2fcf8c5398,EMP0039,Research,Executive,2024-06-14,2024-06-08,Domestic Travel,9228.19,8389.27,EUR,f251bbb6-d733-4ae7-80c1-7e25c69eec58,Washington Inc,France,0.24201567156208192,Invoice,False,False,True,0.9443279505638744,0.8150131922414439,False,,,CC857,False,,Pending,,,0.36253286856865097,2
34fac00f-e515-4116-b1f4-334606c98b91,EMP0033,Research,Senior,2023-03-26,2023-03-23,Team Meals,354.87,354.87,USD,d5ae0f4e-eb30-4325-9307-73ba49d13628,Mitchell-Diaz,Botswana,0.9400542183938679,Invoice,False,False,True,0.13120597451517146,0.9628418023516543,False,4.0,,CC484,False,,Pending,,,0.7184281113528554,4
886b5a07-1a67-42a7-81e3-5dd7a0499b58,EMP0013,Sales,Director,2023-02-04,2023-01-25,Hardware,5367.05,596338.66,JPY,7fe0170d-ad9f-473a-9bde-b436c7d85bf6,Rice Inc,Costa Rica,0.6178350552686296,Digital Wallet,True,True,True,0.9627412504563279,0.9141374616851006,False,,,CC810,False,,Pending,,Sea woman social hard. Learn ready television own.,0.2631439311091016,4
888cabf3-e50c-4b0a-9ad7-ee153fe232b5,EMP0092,Sales,Executive,2023-12-22,2023-11-29,Hardware,4448.98,494331.5,JPY,7fe0170d-ad9f-473a-9bde-b436c7d85bf6,Rice Inc,Costa Rica,0.6178350552686296,Personal Card,True,True,True,0.41396147153464935,0.7481256831245232,False,,PRJ6943,CC163,False,,Pending,,,0.04468468001317505,0
c3ed0a98-0d45-45b2-92ae-5b6759efe91a,EMP0036,Finance,Mid-level,2024-01-01,2023-12-09,International Travel,4676.69,6235.59,CAD,8d1596f3-01b8-4a04-b5ac-0c79d259e621,Diaz Group,Guyana,0.8438009976768155,Invoice,True,True,True,0.17301112574187394,0.8489349013160193,False,,,CC936,False,,Pending,,,0.4944337085655707,5
f798d02c-921a-4d13-9bf9-75d81e16330a,EMP0066,Finance,Executive,2024-02-16,2024-02-04,Office Supplies,365.07,331.89,EUR,1d5b42ba-e526-4f99-9eeb-0704002d98bd,"George, Gibson and Williams",Austria,0.44369439659388665,Personal Card,False,False,True,0.8141628921069446,0.8544631881853288,False,,PRJ8325,CC637,False,,Pending,,,0.480223137294836,5
cbdfbfaa-f170-4126-b088-1e01945c4a2a,EMP0035,Research,Junior,2023-04-29,2023-04-26,International Travel,3688.54,4918.05,CAD,614988ec-d669-4ad6-809f-b80a70c64031,"Chandler, Jones and Clayton",Bulgaria,0.21403321102054995,Digital Wallet,True,True,True,0.8336868012350779,0.7530799784348897,False,,,CC318,True,unauthorized_category,Pending,,,0.3093095358408242,0
6ec84659-6e0e-4ee5-8b54-1e17589a18ca,EMP0082,Finance,Director,2024-03-22,2024-03-13,Client Meals,462.89,617.18,CAD,300e4500-93f3-4008-8e09-623cb7c31288,Moore-Burns,Austria,0.87530539668813,Corporate Card,False,True,True,0.5583659868519526,0.8088594124819882,False,4.0,,CC160,False,,Pending,,,0.22794274721102392,2
4e3b6fc9-4306-4d22-b7e2-59b0648dc6e5,EMP0084,Marketing,Senior,2023-02-01,2023-01-23,Domestic Travel,5875.91,5875.91,USD,76f0d537-ae46-401c-868f-21c4d4c46722,Hull-Morris,Moldova,0.6898380175296277,Cash,False,False,True,0.5951393135767205,0.9078991469930644,False,,,CC521,False,,Pending,,Although kitchen wind board role. Manage road song seem less various page. The Mr sure.,0.35393684503192135,1
a4d2e904-91bc-430d-83b1-4ce515ae642a,EMP0075,Executive,Manager,2024-03-03,2024-02-19,Domestic Travel,9020.55,9020.55,USD,456105a6-01ce-4974-868f-cf9f9579b84c,Floyd-Thomas,Cyprus,0.775539201275726,Invoice,False,False,True,0.4345843722594096,0.7744367517304382,False,,PRJ9794,CC842,False,,Pending,,,0.49073045945675875,3
e58b8982-1a9a-4c1b-b979-cffe75953db0,EMP0099,Engineering,Mid-level,2024-12-21,2024-12-13,Training,2366.72,3155.63,CAD,6ac54892-ea1c-4969-85a8-b4b849efccaf,Mack-Wiggins,Kiribati,0.8860458338358421,Personal Card,True,False,True,0.22444616144494067,0.9987067408527466,False,,PRJ9470,CC166,False,,Pending,,,0.19548921592209234,5
a9b5c6d7-2ff4-4898-a7aa-5cd633606a40,EMP0045,Sales,Junior,2023-06-15,2023-05-17,Software Licenses,1440.86,1108.36,GBP,a85ec083-6dca-4abb-9db7-48f6a96f304e,"Bowman, Baker and Schwartz",Norfolk Island,0.053518783175727,Digital Wallet,True,False,True,0.4638435685061866,0.7508887267928407,False,,PRJ7307,CC578,False,,Pending,,,0.3903163654121381,0
f9078bc3-fa09-4718-aa0a-9b633cbd3e25,EMP0057,Finance,Director,2024-06-21,2024-06-03,Office Supplies,219.96,293.28,CAD,4490b4ee-9c70-4592-91bc-47bd8c629a2e,Brown-Rogers,Kyrgyz Republic,0.5191811598233254,Personal Card,False,False,True,0.2101142721123319,0.7235258670934904,False,,,CC816,True,weekend_expense,Pending,,,0.1448802750904602,2
6051795a-9787-4aa2-a0ef-0df91e3ca9f3,EMP0006,Marketing,Executive,2024-04-06,2024-03-18,Conference,6148.6,5589.63,EUR,6d102ccd-7d36-4cf9-b47f-ae6721285f2b,"Williams, Rivera and Johnson",Uzbekistan,0.9081372715527647,Digital Wallet,True,False,True,0.3883440441897811,0.8819740551429894,False,,PRJ6107,CC853,False,,Pending,,,0.3174578909553505,5
be76f4ee-3077-44e2-a661-537b20ba2239,EMP0053,Marketing,Manager,2023-08-28,2023-08-10,Client Meals,416.48,416.48,USD,5d5d1ae8-2905-4136-aa2b-c98d38b8cb9a,"Bowman, Austin and Christian",Cayman Islands,0.5859234637770298,Cash,False,True,True,0.16175795498541357,0.8424541178053531,False,7.0,,CC742,False,,Pending,,,0.22356463208860278,3
e0fc5ee2-7572-4e5d-8045-ee6636fa455e,EMP0081,Executive,Director,2023-11-29,2023-11-08,Training,1954.71,1954.71,USD,06a8e77f-e29b-44be-8a95-2573d0052bb1,Preston-Rios,Congo,0.2837358226024277,Invoice,True,False,True,0.8281418904790392,0.7732005264991073,False,,PRJ6865,CC150,False,,Pending,,,0.14349193144119732,2
b5a2150c-c485-4e19-8791-0839b182e31d,EMP0021,Sales,Mid-level,2023-08-29,2023-08-01,Team Meals,124.2,95.54,GBP,c5ebbfe6-0341-414e-8f12-82eba1d21841,"Paul, Perez and Hernandez",Suriname,0.7830279767794123,Invoice,False,False,True,0.35158037495893557,0.9541908581924212,False,10.0,PRJ6353,CC424,False,,Pending,,,0.40897145202958607,3
dccf6f28-5250-4cad-bae6-1a2a9141f675,EMP0052,Research,Mid-level,2024-02-15,2024-02-10,Domestic Travel,6856.19,6856.19,USD,8d1596f3-01b8-4a04-b5ac-0c79d259e621,Diaz Group,Guyana,0.8438009976768155,Personal Card,False,False,True,0.3566380656158966,0.8161871814640715,True,,PRJ2011,CC553,False,,Pending,,Improve color will head money simply produce. Blue impact plan throughout area. No perform very.,0.002536912649554135,1
b58c0696-debd-4eb7-9169-15cd3e131b40,EMP0016,Executive,Director,2023-09-29,2023-09-21,Hardware,4525.85,4525.85,USD,c6edbd93-7af2-4a28-b181-5920c6d3accd,Ware-Mason,Falkland Islands (Malvinas),0.7843492229037423,Invoice,True,True,True,0.5279517294587799,0.7828863685444778,False,,,CC507,False,,Pending,,Attorney fear everything early increase open.,0.679708597718865,4
67424e63-a31b-4777-b31f-20aff1e00215,EMP0003,Executive,Manager,2024-11-20,2024-11-02,Client Meals,925.75,1234.34,CAD,42409787-1da9-4266-b50d-9405860342fd,Shaw Ltd,Antigua and Barbuda,0.9760373571165112,Personal Card,False,True,True,0.2239083115641084,0.9674128337809695,False,4.0,,CC396,True,missing_documentation,Pending,,Production local leave value. Way various much. Old century share side suddenly pick blood.,0.3911060427144043,5
68e4d9b0-d3f8-46e0-9854-c12a9f154bc6,EMP0099,Engineering,Mid-level,2024-10-21,2024-10-18,International Travel,19400.04,19400.04,USD,2dc535de-992a-43f9-a2c6-a00904eacba8,Sanford and Sons,Norfolk Island,0.6470587511046095,Corporate Card,True,True,True,0.24681903829060248,0.8839655831900735,False,,PRJ9829,CC382,False,,Pending,,,0.19548921592209234,5
0bcc8d93-20e4-427a-8a2d-06217a9208bf,EMP0052,Research,Mid-level,2024-01-16,2023-12-23,Client Meals,867.8,867.8,USD,f6a2b3ae-9e13-4c50-bb9f-fea80ea7373a,"Oliver, Simpson and Mora",Belize,0.77108648728801,Invoice,False,True,True,0.39085463399967946,0.8674142370238187,False,8.0,,CC923,False,,Pending,,,0.002536912649554135,1
b81af19c-94a5-4f2f-9dfe-849405cac11c,EMP0046,Research,Junior,2024-04-15,2024-03-25,Team Meals,475.54,52837.81,JPY,c5ebbfe6-0341-414e-8f12-82eba1d21841,"Paul, Perez and Hernandez",Suriname,0.7830279767794123,Invoice,False,False,True,0.05659024418824743,0.8515879198304037,False,5.0,PRJ9337,CC136,False,,Pending,,,0.8620476119220083,3
ddd5401c-07ad-4a23-bb7c-4dbaa2d8adde,EMP0004,Engineering,Director,2024-09-27,2024-09-24,Domestic Travel,9099.57,9099.57,USD,76f0d537-ae46-401c-868f-21c4d4c46722,Hull-Morris,Moldova,0.6898380175296277,Invoice,False,False,True,0.1747879119158834,0.9289920092742235,False,,,CC506,False,,Pending,,,0.1238903086241766,3
18a7f88d-7a86-4c76-beb4-8b9949fc27d4,EMP0015,Finance,Mid-level,2024-08-01,2024-07-31,Office Supplies,522.81,58090.52,JPY,1d5b42ba-e526-4f99-9eeb-0704002d98bd,"George, Gibson and Williams",Austria,0.44369439659388665,Digital Wallet,False,False,True,0.6473141688878732,0.9031602566831116,False,,PRJ1752,CC845,False,,Pending,,,0.6666637998607259,2
3e9f312b-1abc-4107-8d7f-40bb88a80d57,EMP0021,Sales,Mid-level,2023-01-30,2023-01-01,Client Meals,92.99,10332.08,JPY,5d5d1ae8-2905-4136-aa2b-c98d38b8cb9a,"Bowman, Austin and Christian",Cayman Islands,0.5859234637770298,Invoice,False,True,True,0.020105248095747097,0.7157416323496032,False,4.0,,CC703,True,missing_documentation,Pending,,,0.40897145202958607,3
26c57eda-3498-4f56-ac35-677e1ec888f3,EMP0084,Marketing,Senior,2024-12-30,2024-12-13,International Travel,11914.7,15886.27,CAD,456105a6-01ce-4974-868f-cf9f9579b84c,Floyd-Thomas,Cyprus,0.775539201275726,Invoice,True,True,True,0.22160344696262324,0.8497165016092918,True,,,CC118,False,,Pending,,Economic reflect share reach top economic strong week.,0.35393684503192135,1
4698ce0f-6b14-49f4-ac17-0d58aba3fd8e,EMP0088,HR,Manager,2024-04-02,2024-03-08,Office Supplies,185.35,20594.08,JPY,e661f417-73d1-483d-9650-16dfcfa20746,Harper-Weber,Kuwait,0.07102856260553747,Corporate Card,False,False,True,0.2383775896782977,0.7602058974481211,False,,,CC371,False,,Pending,,,0.5724311993175709,0
9741d450-6dab-402b-a783-2db8e2f5d0ac,EMP0076,Marketing,Executive,2023-05-28,2023-05-06,Office Supplies,850.09,1133.46,CAD,654b0008-03c6-449c-ac10-748b14b4ef5b,Adams PLC,French Polynesia,0.4311361762452578,Cash,False,False,False,0.9500735832617061,0.9418422317214541,False,,PRJ9309,CC923,False,,Pending,,Improve commercial however the. Dinner near pay bill everybody west wrong.,0.13024834334323399,0
598d0b66-c652-4deb-b193-ceeda1efbf84,EMP0016,Executive,Director,2023-07-09,2023-07-06,Client Meals,1238.58,137619.68,JPY,f6a2b3ae-9e13-4c50-bb9f-fea80ea7373a,"Oliver, Simpson and Mora",Belize,0.77108648728801,Cash,False,True,True,0.6001389702338635,0.8289944058923898,False,7.0,,CC483,False,,Pending,,Stock front claim environmental. Southern each system discover trouble standard.,0.679708597718865,4
e11fe4ee-a171-48b7-b6bc-e10450aaf459,EMP0032,Executive,Junior,2024-01-07,2023-12-13,Hardware,5965.07,5965.07,USD,cfbd1442-6ec4-488f-b39e-0d6ffe1b823c,Martinez-Ortiz,Iraq,0.3100051627238939,Personal Card,True,True,True,0.08191294464354237,0.7334718237104138,False,,,CC924,False,,Pending,,,0.18892989880575484,1
57a3d168-d8c8-42dc-9512-175315fb93b0,EMP0030,Executive,Mid-level,2023-12-13,2023-12-02,International Travel,28387.33,25806.66,EUR,7a60878a-3de3-40d2-886c-254af41c80e5,Mann-Coffey,Cuba,0.976689430593768,Digital Wallet,True,True,True,0.9863555026326264,0.8765665722661706,False,,PRJ6927,CC616,False,,Pending,,Bill office defense every network. Energy about should join.,0.699958256796008,4
52bc6437-ef45-40a6-b9da-5fb4ace4105d,EMP0063,HR,Mid-level,2024-04-20,2024-04-15,Hardware,1725.36,1725.36,USD,cfbd1442-6ec4-488f-b39e-0d6ffe1b823c,Martinez-Ortiz,Iraq,0.3100051627238939,Digital Wallet,True,True,True,0.013859974732581826,0.8363662138057428,False,,PRJ5372,CC491,False,,Pending,,He pass shoulder energy hundred market maintain. Sing their day toward consider floor.,0.08586334684094066,0
4b2d7e9e-e1ca-44bf-aa52-51c4bf76b928,EMP0028,HR,Manager,2023-02-07,2023-01-17,Office Supplies,486.54,648.72,CAD,1d5b42ba-e526-4f99-9eeb-0704002d98bd,"George, Gibson and Williams",Austria,0.44369439659388665,Personal Card,False,False,True,0.36929096903230285,0.7091410657727223,True,,,CC307,False,,Pending,,Finally daughter job teach me hear sister letter. Data buy believe their truth great political.,0.23088455182076406,3
e8c212c6-0918-4029-8504-4471ad3d6388,EMP0073,Marketing,Mid-level,2023-11-23,2023-10-28,International Travel,15693.52,14266.84,EUR,7a60878a-3de3-40d2-886c-254af41c80e5,Mann-Coffey,Cuba,0.976689430593768,Digital Wallet,True,True,True,0.138198314335074,0.8610683280897304,False,,PRJ3877,CC492,True,over_budget,Pending,,,0.5843403466152017,1
d1b5180f-cccf-4b7d-b56a-bb0321a67dcf,EMP0003,Executive,Manager,2023-02-23,2023-02-14,Team Meals,1025.14,113904.47,JPY,e9671eef-a69d-41ab-aee0-7acbbef99055,"Tucker, Clark and Reynolds",American Samoa,0.2235184777044883,Corporate Card,False,False,True,0.15842657257059067,0.8009098314544898,False,3.0,PRJ3965,CC434,True,unauthorized_category,Pending,,,0.3911060427144043,5
e27d09cd-6e86-4c57-9fc2-252753abada1,EMP0097,Executive,Senior,2023-12-02,2023-11-20,Training,2879.37,319929.78,JPY,06a8e77f-e29b-44be-8a95-2573d0052bb1,Preston-Rios,Congo,0.2837358226024277,Invoice,True,False,True,0.11805811532663602,0.7048207252262236,False,,,CC701,False,,Pending,,,0.19095776024144095,0
b11f30d8-3346-4c24-943c-41153243856d,EMP0011,Sales,Mid-level,2024-10-29,2024-10-28,Office Supplies,720.81,80090.08,JPY,1222a72a-f210-4128-8609-cb7ff417f3b6,King-Smith,Brazil,0.04724833245728732,Digital Wallet,False,False,True,0.5342710108795524,0.7925880949261103,False,,,CC226,False,,Pending,,Debate whole know check somebody camera free face. Painting yes study hand always by.,0.2668466500378547,5
b9a66823-d7a1-46aa-a5f4-838646927cb8,EMP0088,HR,Manager,2024-04-08,2024-03-13,Office Supplies,180.31,240.42,CAD,1cd5e2ca-a0db-48c6-851e-40db3dc223b6,"Lee, Leach and West",Guinea-Bissau,0.38290247305569647,Invoice,False,False,True,0.18018310686231542,0.8393232989942105,False,,PRJ8718,CC473,False,,Pending,,,0.5724311993175709,0
82850fda-9748-4268-b747-48483f501d89,EMP0075,Executive,Manager,2024-07-19,2024-07-09,International Travel,31849.86,31849.86,USD,f251bbb6-d733-4ae7-80c1-7e25c69eec58,Washington Inc,France,0.24201567156208192,Personal Card,True,True,True,0.18724407724731895,0.9902095525299626,False,,,CC739,False,,Pending,,Important organization Democrat build him later. Popular color production.,0.49073045945675875,3
551b481a-5918-44bd-bcb9-7536030220e2,EMP0075,Executive,Manager,2023-09-28,2023-09-03,Hardware,6452.82,6452.82,USD,cfbd1442-6ec4-488f-b39e-0d6ffe1b823c,Martinez-Ortiz,Iraq,0.3100051627238939,Digital Wallet,True,True,True,0.6301834632488366,0.7345417396625493,False,,PRJ8678,CC814,False,,Pending,,,0.49073045945675875,3
bae84321-99d6-415a-bc31-d61fd26c0698,EMP0071,Executive,Mid-level,2023-10-07,2023-09-27,Conference,11478.7,15304.93,CAD,06a8e77f-e29b-44be-8a95-2573d0052bb1,Preston-Rios,Congo,0.2837358226024277,Corporate Card,True,False,True,0.1746899849529736,0.7571303071505431,False,,,CC175,False,,Pending,,,0.9026859155392961,2
76cef703-2bbb-474b-88e6-324d7bc1834d,EMP0010,Sales,Senior,2024-01-29,2024-01-24,International Travel,3230.31,2936.64,EUR,64e928a0-859e-4824-bab0-63441ccc0b1d,"Melton, Washington and Lopez",Togo,0.07105563774551138,Invoice,True,True,True,0.7484101555425595,0.7590776608810954,False,,,CC635,False,,Pending,,,0.5402009697532534,0
010b0a9e-8dbf-49cd-8a52-8e2cd7ad5157,EMP0091,Sales,Director,2023-04-05,2023-04-01,International Travel,4615.41,4615.41,USD,456105a6-01ce-4974-868f-cf9f9579b84c,Floyd-Thomas,Cyprus,0.775539201275726,Personal Card,True,True,False,0.7033962296090931,0.9372362102279392,False,,,CC864,False,,Pending,,,0.5445716833330935,5
7a2ea1b7-d684-48b2-a1ea-4e22f80b1b7a,EMP0051,Engineering,Senior,2024-03-02,2024-02-24,Domestic Travel,2067.16,2756.21,CAD,114b37c9-857c-4537-b271-833ef880f665,Cantu-Long,Guyana,0.8956702264405304,Invoice,False,False,True,0.6196924000622059,0.8954195676268882,False,,PRJ5845,CC577,False,,Pending,,Other available edge. Our order institution guess box difficult.,0.37791392754315023,3
c44bf618-5b3a-4ce1-9b57-8c550d7dc2d5,EMP0099,Engineering,Mid-level,2023-11-19,2023-10-26,Domestic Travel,6098.47,677607.64,JPY,0604223a-0e2d-45ed-aae9-f7e6a8db5bdf,Orr LLC,Peru,0.18015800030990348,Corporate Card,False,False,True,0.36367337976679937,0.9987438210692741,False,,,CC648,True,split_transaction,Pending,,,0.19548921592209234,5
12ae4309-64d9-4825-a456-b7fa17d31abf,EMP0075,Executive,Manager,2024-02-15,2024-02-13,Team Meals,647.0,862.67,CAD,c5ebbfe6-0341-414e-8f12-82eba1d21841,"Paul, Perez and Hernandez",Suriname,0.7830279767794123,Corporate Card,False,False,True,0.297744841103867,0.777689396159796,False,1.0,,CC453,False,,Pending,,,0.49073045945675875,3
990fa98b-d371-44bf-b89c-df0af378b1bf,EMP0097,Executive,Senior,2024-02-21,2024-01-31,Training,4251.75,4251.75,USD,dc639a3e-d294-43d0-b0c9-781ad872d286,Payne-Lopez,Taiwan,0.9964632372048502,Corporate Card,True,False,True,0.6222458366175256,0.9549609655281399,False,,PRJ1999,CC335,False,,Pending,,Black let work statement.,0.19095776024144095,0
b438ae89-6090-492c-9ef1-9d184830b8d0,EMP0080,HR,Director,2024-04-17,2024-04-02,Hardware,1940.93,1764.48,EUR,a85ec083-6dca-4abb-9db7-48f6a96f304e,"Bowman, Baker and Schwartz",Norfolk Island,0.053518783175727,Digital Wallet,True,True,True,0.39609276216881817,0.7466559599266015,False,,PRJ7207,CC412,False,,Pending,,,0.7381897689155954,1
7d3327cd-0be9-46f5-bb8e-7ea9b266644c,EMP0094,Finance,Mid-level,2024-03-22,2024-03-01,Domestic Travel,2605.12,3473.5,CAD,798fab77-b508-46d8-91c4-56c12fa42de9,Snyder-Woods,Vietnam,0.5063543240084214,Cash,False,False,True,0.6388864984328942,0.7258145413999836,False,,,CC850,False,,Pending,,,0.695206309796596,1
aaf3ee49-2c2a-419f-88e7-10659fcccc19,EMP0078,Marketing,Executive,2024-02-27,2024-02-03,Office Supplies,202.22,269.62,CAD,7e68759d-2d61-4a4c-b312-aac37d26a41a,Adams-Nielsen,Congo,0.5343607578584688,Invoice,False,False,True,0.4003674837061303,0.8115584313693599,False,,,CC929,False,,Pending,,,0.9110894851765188,2
01dbed69-1528-4dcd-a517-9380e7f74b24,EMP0006,Marketing,Executive,2023-03-01,2023-02-28,Office Supplies,514.34,514.34,USD,4490b4ee-9c70-4592-91bc-47bd8c629a2e,Brown-Rogers,Kyrgyz Republic,0.5191811598233254,Invoice,False,False,True,0.6284872518580047,0.9826320038407681,False,,,CC481,False,,Pending,,,0.3174578909553505,5
57428385-5d65-4528-9832-6325b74d77bf,EMP0096,Sales,Mid-level,2023-02-09,2023-01-20,Client Meals,368.72,283.63,GBP,68cbd1ee-9726-4880-8fad-7f49440092ef,Kane-Mcconnell,Rwanda,0.6099621296753441,Cash,False,True,True,0.9481103655648014,0.9946530618167522,False,1.0,,CC603,False,,Pending,,,0.8679844806377427,5
